ID,Bin No,SKU,Batch No,CFC,Description,UOM,Created At,Updated At,Expire Days
367,I19,FXC170005S,Z24NOV25,60,"48990 BINGO! CHIPS RS.5 HNS KOREAN STYLE",2.688,Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),
368,I19,FXC30020SA,Z31OCT25,125,"48380 BINGO! CHIPS RS.20 TOMATO",2.304,Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),
369,I21,FXC70051S,Z22NOV25,28,"48109 BINGO! OS RS.50 CHILLI SPRINKLED",3.809,Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),
370,I21,FXC71051S,Z22NOV25,90,"48109 BINGO! OS RS.50 SALT",3.809,Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),
371,I22,FXC71020SA,Z22OCT25,157,"48112 BINGO! OS RS.20 SALT SPRINKLED",2.203,Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),
372,I23,FXC17005S,Z24NOV25,210,"FXC17005S",2.000,Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),
373,I24,FXC17005S,Z24NOV25,210,"FXC17005S",2.000,Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),
374,I25,FXC17005S,Z24NOV25,210,"FXC17005S",2.000,Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),
375,I26,FXC10020SA,Z24OCT25,30,"FXC10020SA",2.000,Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),
376,I26,FXC20005SC,Z06NOV25,174,"48180 BINGO! CHIPS RS.5 CRM&ON",2.688,Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),
377,I26,FXC30005SLA,Z31OCT25,3,"48320 BINGO! CHIPS RS.5 TOMATO",2.688,Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),
378,I27,FXC30010SA,Z25NOV25,135,"48340 BINGO! CHIPS RS.10 TOMATO",2.820,Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),
379,I28,FXC30005SLA,Z31OCT25,3,"48320 BINGO! CHIPS RS.5 TOMATO",2.688,Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),
380,I28,FXC70020SB,Z21NOV25,2,"48110 BINGO! OS RS.20 CHILLI SPRINKLED",2.203,Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),
381,I28,FXC70020SB,Z22NOV25,210,"48110 BINGO! OS RS.20 CHILLI SPRINKLED",2.203,Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),
382,I29,FXC72010S,Z30OCT25,91,"48120 BINGO! OS Rs.10 CRM&ONION",2.568,Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),
383,I30,FXC60005S,Z21OCT25,7,"FXC60005S",2.000,Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),
384,I30,FXC71010S,Z21NOV25,210,"48109 BINGO! OS RS.10 SALT SPRINKLED",2.568,Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),
385,I30,FXC74020SA,Z09OCT25,3,"48127 BINGO! OS RS.20 HNS KOREAN STYLE",2.150,Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),
386,I31,FXC74010S,Z20NOV25,210,"48126 BINGO! OS RS.10 HNS KOREAN STYLE",2.568,Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),
387,I32,FXC30020SA,Z25NOV25,210,"48380 BINGO! CHIPS RS.20 TOMATO",2.304,Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),
388,I33,FXC73010S,Z21NOV25,210,"FXC73010S",2.000,Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),
389,I34,FXC20010SA,Z24OCT25,2,"48180 BINGO! CHIPS RS.10 CRM&ON",2.820,Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),
390,I34,FXC71010S,Z22NOV25,210,"48109 BINGO! OS RS.10 SALT SPRINKLED",2.568,Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),
391,I35,FXC40010SA,Z14NOV25,60,"48900 BINGO! CHIPS RS.10 MASALA",2.820,Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),
392,I35,FXC74010S,Z20NOV25,120,"48126 BINGO! OS RS.10 HNS KOREAN STYLE",2.568,Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),
393,I36,FXC74010S,Z20NOV25,210,"48126 BINGO! OS RS.10 HNS KOREAN STYLE",2.568,Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),
394,I37,FXC71010S,Z22NOV25,210,"48109 BINGO! OS RS.10 SALT SPRINKLED",2.568,Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),
395,I38,FXC20005SC,Z05NOV25,210,"48180 BINGO! CHIPS RS.5 CRM&ON",2.688,Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),
396,I39,FXC40020S,Z14NOV25,210,"48898 BINGO! CHIPS RS.20 MASALA",2.304,Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),
397,I40,FXC70020SB,Z19NOV25,180,"48110 BINGO! OS RS.20 CHILLI SPRINKLED",2.203,Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),
398,I41,FXC20050S,Z04NOV25,43,"FXC20050S",2.000,Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),
399,I41,FXC74010S,Z21NOV25,120,"48126 BINGO! OS RS.10 HNS KOREAN STYLE",2.568,Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),
400,J01,FXC30005SLA,Z15NOV25,210,"48320 BINGO! CHIPS RS.5 TOMATO",2.688,Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),
401,J02,FXC10005SLA,Z04NOV25,120,"48560 BINGO! CHIPS RS.5 SALTED",2.688,Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),
402,J02,FXC72020SA,Z30OCT25,30,"48121 BINGO! OS RS.20 CRM&ONION",2.203,Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),
403,J02,FXC74010S,Z19NOV25,8,"48126 BINGO! OS RS.10 HNS KOREAN STYLE",2.568,Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),
404,J03,FXC20020SA,Z05NOV25,210,"48250 BINGO! CHIPS RS.20 CRM&ON",2.304,Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),
405,J04,FXC74050S,Z20NOV25,210,"FXC74050S",2.000,Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),
406,J05,FXC70051S,Z22NOV25,85,"48109 BINGO! OS RS.50 CHILLI SPRINKLED",3.809,Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),
407,J06,FXC17005S,Z24NOV25,210,"FXC17005S",2.000,Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:08 GMT+0530 (India Standard Time),
408,J07,FXC74050S,Z20NOV25,210,"FXC74050S",2.000,Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),
409,J08,FXC170010S,Z03NOV25,170,"48991 BINGO! CHIPS RS.10 HNS KOREANSTYLE",2.820,Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),
410,J08,FXC70010S,Z12NOV25,25,"48109 BINGO! OS RS.10 CHILLI SPRINKLED",2.568,Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),
411,J09,FXC20050S,Z25NOV25,210,"FXC20050S",2.000,Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),
412,J10,FXC70020SB,Z22NOV25,165,"48110 BINGO! OS RS.20 CHILLI SPRINKLED",2.203,Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),
413,J11,FXC50005S,Z15NOV25,210,"48901 BINGO CHIPS RS.5 TOMATO & CHILLI",2.688,Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),
414,J12,FXC30005SLA,Z15NOV25,210,"48320 BINGO! CHIPS RS.5 TOMATO",2.688,Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),
415,J13,FXC30050S,Z15NOV25,102,"FXC30050S",2.000,Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),
416,J14,FXC170005S,Z25NOV25,210,"48990 BINGO! CHIPS RS.5 HNS KOREAN STYLE",2.688,Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),
417,J15,FXC20020SA,Z04NOV25,149,"48250 BINGO! CHIPS RS.20 CRM&ON",2.304,Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),
418,J16,FXC20005SC,Z05NOV25,25,"48180 BINGO! CHIPS RS.5 CRM&ON",2.688,Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),
419,J16,FXC72020SA,Z30OCT25,90,"48121 BINGO! OS RS.20 CRM&ONION",2.203,Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),
420,J17,FXC74050S,Z20NOV25,210,"FXC74050S",2.000,Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),
421,J18,FXC20020SA,Z04NOV25,120,"48250 BINGO! CHIPS RS.20 CRM&ON",2.304,Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),
422,J18,FXC72020SA,Z30OCT25,26,"48121 BINGO! OS RS.20 CRM&ONION",2.203,Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),
423,J19,FXC72030SA,Z22SEP25,210,"48121 BINGO! OS RS.30 CRM&ONION",2.935,Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),
424,J21,FXC72030SA,Z22SEP25,5,"48121 BINGO! OS RS.30 CRM&ONION",2.935,Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),
425,J22,FXC170005S,Z25NOV25,31,"48990 BINGO! CHIPS RS.5 HNS KOREAN STYLE",2.688,Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),
426,J22,FXC75010SA,Z10NOV25,120,"FXC75010SA",2.000,Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),
427,J23,FXC70020SB,Z22NOV25,210,"48110 BINGO! OS RS.20 CHILLI SPRINKLED",2.203,Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),
428,J24,FXC50005S,Z25NOV25,210,"48901 BINGO CHIPS RS.5 TOMATO & CHILLI",2.688,Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),
429,J25,FXC70010S,Z22NOV25,210,"48109 BINGO! OS RS.10 CHILLI SPRINKLED",2.568,Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),
430,J26,FXC40010SA,Z14NOV25,149,"48900 BINGO! CHIPS RS.10 MASALA",2.820,Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),
431,J27,FXC40020S,Z14NOV25,122,"48898 BINGO! CHIPS RS.20 MASALA",2.304,Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),
432,J27,FXC70020SB,Z12NOV25,47,"48110 BINGO! OS RS.20 CHILLI SPRINKLED",2.203,Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),
433,J28,FXC70010S,Z22NOV25,210,"48109 BINGO! OS RS.10 CHILLI SPRINKLED",2.568,Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:09 GMT+0530 (India Standard Time),
434,J29,FXC20005SC,Z05NOV25,16,"48180 BINGO! CHIPS RS.5 CRM&ON",2.688,Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),
435,J29,FXC20020SA,Z04NOV25,118,"48250 BINGO! CHIPS RS.20 CRM&ON",2.304,Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),
436,J29,FXC40010SA,Z14NOV25,8,"48900 BINGO! CHIPS RS.10 MASALA",2.820,Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),
437,J30,FXC74010S,Z20NOV25,210,"48126 BINGO! OS RS.10 HNS KOREAN STYLE",2.568,Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),
438,J31,FXC30020SA,Z25NOV25,51,"48380 BINGO! CHIPS RS.20 TOMATO",2.304,Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),
439,J32,FXC17005S,Z24NOV25,210,"FXC17005S",2.000,Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),
440,J33,FXC40005SL,Z03NOV25,14,"48890 BINGO! CHIPS RS.5 MASALA",2.688,Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),
441,J33,FXC71020SA,Z22NOV25,75,"48112 BINGO! OS RS.20 SALT SPRINKLED",2.203,Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),
442,J33,FXC71051S,Z22NOV25,91,"48109 BINGO! OS RS.50 SALT",3.809,Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),
443,J34,FXC50005S,Z25NOV25,182,"48901 BINGO CHIPS RS.5 TOMATO & CHILLI",2.688,Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),
444,J35,FXC30005SLA,Z25NOV25,12,"48320 BINGO! CHIPS RS.5 TOMATO",2.688,Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),
445,J35,FXC70010S,Z21NOV25,120,"48109 BINGO! OS RS.10 CHILLI SPRINKLED",2.568,Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),
446,J35,FXC74010S,Z19NOV25,30,"48126 BINGO! OS RS.10 HNS KOREAN STYLE",2.568,Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),
447,J36,FXC20050S,Z05NOV25,46,"FXC20050S",2.000,Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),
448,J36,FXC30005SLA,Z25NOV25,210,"48320 BINGO! CHIPS RS.5 TOMATO",2.688,Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),
449,J37,FXC70020SB,Z12NOV25,88,"48110 BINGO! OS RS.20 CHILLI SPRINKLED",2.203,Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),
450,J38,FXC20005SC,Z05NOV25,180,"48180 BINGO! CHIPS RS.5 CRM&ON",2.688,Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),
451,J38,FXC74010S,Z21NOV25,30,"48126 BINGO! OS RS.10 HNS KOREAN STYLE",2.568,Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),
452,J39,FXC50005S,Z15NOV25,210,"48901 BINGO CHIPS RS.5 TOMATO & CHILLI",2.688,Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),
453,J40,FXC170005S,Z25NOV25,43,"48990 BINGO! CHIPS RS.5 HNS KOREAN STYLE",2.688,Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),
454,J41,FXC70051S,Z22NOV25,73,"48109 BINGO! OS RS.50 CHILLI SPRINKLED",3.809,Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),
455,K01,FXC50005S,Z15NOV25,210,"48901 BINGO CHIPS RS.5 TOMATO & CHILLI",2.688,Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),
456,K02,FXC71010S,Z22NOV25,210,"48109 BINGO! OS RS.10 SALT SPRINKLED",2.568,Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),
457,K03,FXC71010S,Z22NOV25,210,"48109 BINGO! OS RS.10 SALT SPRINKLED",2.568,Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),
458,K04,FXC170005S,Z03NOV25,210,"48990 BINGO! CHIPS RS.5 HNS KOREAN STYLE",2.688,Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),
459,K05,FXC170005S,Z03NOV25,210,"48990 BINGO! CHIPS RS.5 HNS KOREAN STYLE",2.688,Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),
460,K06,FXC170005S,Z03NOV25,49,"48990 BINGO! CHIPS RS.5 HNS KOREAN STYLE",2.688,Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:10 GMT+0530 (India Standard Time),
461,K07,FXC71010S,Z22NOV25,210,"48109 BINGO! OS RS.10 SALT SPRINKLED",2.568,Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),
462,K07,FXC74020SA,Z10OCT25,12,"48127 BINGO! OS RS.20 HNS KOREAN STYLE",2.150,Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),
463,K08,FXC75020SA,Z10NOV25,210,"FXC75020SA",2.000,Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),
464,K09,FXC70020SB,Z19NOV25,60,"48110 BINGO! OS RS.20 CHILLI SPRINKLED",2.203,Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),
465,K09,FXC71051S,Z22NOV25,76,"48109 BINGO! OS RS.50 SALT",3.809,Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),
466,K10,FXC70020SB,Z19NOV25,210,"48110 BINGO! OS RS.20 CHILLI SPRINKLED",2.203,Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),
467,K11,FXC10005SLA,Z25OCT25,194,"48560 BINGO! CHIPS RS.5 SALTED",2.688,Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),
468,K12,FXC74010S,Z13NOV25,210,"48126 BINGO! OS RS.10 HNS KOREAN STYLE",2.568,Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),
469,K13,FXC170005S,Z18OCT25,4,"48990 BINGO! CHIPS RS.5 HNS KOREAN STYLE",2.688,Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),
470,K13,FXC72010S,Z30OCT25,18,"48120 BINGO! OS Rs.10 CRM&ONION",2.568,Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),
471,K13,FXC74010S,Z13NOV25,170,"48126 BINGO! OS RS.10 HNS KOREAN STYLE",2.568,Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),
472,K13,FXC74010S,Z19NOV25,18,"48126 BINGO! OS RS.10 HNS KOREAN STYLE",2.568,Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),
473,K14,FXC74010S,Z19NOV25,120,"48126 BINGO! OS RS.10 HNS KOREAN STYLE",2.568,Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),
474,K15,FXC40005SL,Z14NOV25,150,"48890 BINGO! CHIPS RS.5 MASALA",2.688,Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),
475,K15,FXC40005SL,Z03NOV25,60,"48890 BINGO! CHIPS RS.5 MASALA",2.688,Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),
476,K15,FXC71020SA,Z30OCT25,4,"48112 BINGO! OS RS.20 SALT SPRINKLED",2.203,Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),
477,K16,FXC30005SLA,Z15NOV25,210,"48320 BINGO! CHIPS RS.5 TOMATO",2.688,Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),
478,K17,FXC17005S,Z25NOV25,97,"FXC17005S",2.000,Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),
479,K18,FXC60005S,Z14NOV25,210,"FXC60005S",2.000,Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),
480,K19,FXC60005S,Z14NOV25,210,"FXC60005S",2.000,Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:11 GMT+0530 (India Standard Time),
481,K22,FXC70010S,Z22NOV25,210,"48109 BINGO! OS RS.10 CHILLI SPRINKLED",2.568,Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),
482,K23,FXC74010S,Z19NOV25,210,"48126 BINGO! OS RS.10 HNS KOREAN STYLE",2.568,Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),
483,K24,FXC30005SLA,Z15NOV25,210,"48320 BINGO! CHIPS RS.5 TOMATO",2.688,Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),
484,K25,FXC170005S,Z03NOV25,210,"48990 BINGO! CHIPS RS.5 HNS KOREAN STYLE",2.688,Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),
